geneId:ID,name,:LABEL
spc2,spc2,Gene
spc24,spc24,Gene
spc25,spc25,Gene
spc34,spc34,Gene
spc7,spc7,Gene
spd-2,spd-2,Gene
spd-5,spd-5,Gene
spd1,spd1,Gene
spdl-1,spdl-1,Gene
spdo,spdo,Gene
spdyc-a,spdyc-a,Gene
spe-15,spe-15,Gene
spe-26,spe-26,Gene
spe-39,spe-39,Gene
spe-44,spe-44,Gene
spe-5,spe-5,Gene
spe1,spe1,Gene
spe2,spe2,Gene
speA,speA,Gene
speB,speB,Gene
speC,speC,Gene
speD,speD,Gene
speE,speE,Gene
speF,speF,Gene
speG,speG,Gene
spel1,spel1,Gene
spen,spen,Gene
spf1,spf1,Gene
spf30,spf30,Gene
spf31,spf31,Gene
spf38,spf38,Gene
spg,spg,Gene
spg1,spg1,Gene
spheroide,spheroide,Gene
spi,spi,Gene
spi1,spi1,Gene
spict,spict,Gene
spin,spin,Gene
spin-1,spin-1,Gene
spir,spir,Gene
spk-1,spk-1,Gene
spk1,spk1,Gene
spn-4,spn-4,Gene
spn-A,spn-A,Gene
spn-B,spn-B,Gene
spn-D,spn-D,Gene
spn-E,spn-E,Gene
spn-F,spn-F,Gene
spn1,spn1,Gene
spn2,spn2,Gene
spn3,spn3,Gene
spn4,spn4,Gene
spn5,spn5,Gene
spn6,spn6,Gene
spn7,spn7,Gene
spo,spo,Gene
spo-11,spo-11,Gene
spo-7,spo-7,Gene
spo12,spo12,Gene
spo13,spo13,Gene
spo15,spo15,Gene
spo2,spo2,Gene
spo20,spo20,Gene
spo3,spo3,Gene
spo4,spo4,Gene
spo5,spo5,Gene
spo6,spo6,Gene
spo7,spo7,Gene
spo9,spo9,Gene
spoT,spoT,Gene
spoon,spoon,Gene
spp1,spp1,Gene
spp2,spp2,Gene
spp27,spp27,Gene
spp42,spp42,Gene
sppA,sppA,Gene
spr,spr,Gene
spr-1,spr-1,Gene
spr-2,spr-2,Gene
spr-3,spr-3,Gene
spr-5,spr-5,Gene
sprT,sprT,Gene
spri,spri,Gene
spry2,spry2,Gene
spt-4,spt-4,Gene
spt16,spt16,Gene
spt2,spt2,Gene
spt20,spt20,Gene
spt3,spt3,Gene
spt4,spt4,Gene
spt5,spt5,Gene
spt6,spt6,Gene
spt7,spt7,Gene
spt8,spt8,Gene
sptl-1,sptl-1,Gene
sptl-2,sptl-2,Gene
sptl-3,sptl-3,Gene
spy,spy,Gene
spz,spz,Gene
spz3,spz3,Gene
spz4,spz4,Gene
spz5,spz5,Gene
spz6,spz6,Gene
sqa,sqa,Gene
sqd,sqd,Gene
sqh,sqh,Gene
sqst-2,sqst-2,Gene
sqstm1,sqstm1,Gene
sqt-1,sqt-1,Gene
sqt-2,sqt-2,Gene
sqt-3,sqt-3,Gene
squ,squ,Gene
sqv-4,sqv-4,Gene
sqv-5,sqv-5,Gene
sr,sr,Gene
sra,sra,Gene
sra-6,sra-6,Gene
srb-9,srb-9,Gene
srb10,srb10,Gene
srb11,srb11,Gene
srb4,srb4,Gene
srb6,srb6,Gene
srb7,srb7,Gene
srb8,srb8,Gene
src-2,src-2,Gene
src-a,src-a,Gene
srd-30,srd-30,Gene
srd-7,srd-7,Gene
srd-73,srd-73,Gene
sre1,sre1,Gene
sre2,sre2,Gene
srfbp1,srfbp1,Gene
srgp-1,srgp-1,Gene
srh-155,srh-155,Gene
srh-166,srh-166,Gene
srh-20,srh-20,Gene
srh-215,srh-215,Gene
srh-277,srh-277,Gene
srh-28,srh-28,Gene
srh-87,srh-87,Gene
sri-51,sri-51,Gene
srj-14,srj-14,Gene
srk1,srk1,Gene
srl,srl,Gene
srlA,srlA,Gene
srlB,srlB,Gene
srlD,srlD,Gene
srlE,srlE,Gene
srlR,srlR,Gene
srm1,srm1,Gene
srmB,srmB,Gene
sro1,sro1,Gene
srp,srp,Gene
srp1,srp1,Gene
srp19,srp19,Gene
srp2,srp2,Gene
srp54,srp54,Gene
srp68,srp68,Gene
srp7,srp7,Gene
srp72,srp72,Gene
srpa-68,srpa-68,Gene
srpk1,srpk1,Gene
srpk79D,srpk79D,Gene
srrm1,srrm1,Gene
srs2,srs2,Gene
srsf10,srsf10,Gene
srsf12,srsf12,Gene
srsf3,srsf3,Gene
srsx-36,srsx-36,Gene
srt-36,srt-36,Gene
srt-42,srt-42,Gene
srw-44,srw-44,Gene
srw1,srw1,Gene
srx-117,srx-117,Gene
srx-136,srx-136,Gene
srx-137,srx-137,Gene
srx-41,srx-41,Gene
srx-58,srx-58,Gene
srx-90,srx-90,Gene
srx1,srx1,Gene
sry1,sry1,Gene
srz-6,srz-6,Gene
ss,ss,Gene
ssa1,ssa1,Gene
ssa2,ssa2,Gene
ssb,ssb,Gene
ssb1,ssb1,Gene
ssb2,ssb2,Gene
ssb3,ssb3,Gene
ssc1,ssc1,Gene
sseA,sseA,Gene
sseB,sseB,Gene
ssh,ssh,Gene
ssl-1,ssl-1,Gene
ssl1,ssl1,Gene
ssl3,ssl3,Gene
ssm4,ssm4,Gene
ssn6,ssn6,Gene
ssnA,ssnA,Gene
ssp,ssp,Gene
ssp-31,ssp-31,Gene
ssp-33,ssp-33,Gene
ssp1,ssp1,Gene
ssp2,ssp2,Gene
ssp3,ssp3,Gene
ssp5,ssp5,Gene
ssp6,ssp6,Gene
sspA,sspA,Gene
sspB,sspB,Gene
ssr1,ssr1,Gene
ssr2,ssr2,Gene
ssr3,ssr3,Gene
ssr4,ssr4,Gene
sss-1,sss-1,Gene
sst1,sst1,Gene
sst2,sst2,Gene
sst4,sst4,Gene
sst6,sst6,Gene
sstT,sstT,Gene
ssu72,ssu72,Gene
ssuA,ssuA,Gene
ssuB,ssuB,Gene
ssuC,ssuC,Gene
ssuD,ssuD,Gene
ssuE,ssuE,Gene
ssx,ssx,Gene
st,st,Gene
sta,sta,Gene
sta-1,sta-1,Gene
stag1,stag1,Gene
stag2,stag2,Gene
stai,stai,Gene
stam-1,stam-1,Gene
stambp-a,stambp-a,Gene
stan,stan,Gene
stas,stas,Gene
stau,stau,Gene
stau-1,stau-1,Gene
stau1,stau1,Gene
stc,stc,Gene
stc1,stc1,Gene
stck,stck,Gene
ste11,ste11,Gene
ste13,ste13,Gene
ste14,ste14,Gene
ste20,ste20,Gene
ste4,ste4,Gene
ste6,ste6,Gene
ste7,ste7,Gene
step,step,Gene
stet,stet,Gene
stfE,stfE,Gene
stfQ,stfQ,Gene
stfR,stfR,Gene
stg,stg,Gene
stg1,stg1,Gene
sthA,sthA,Gene
sti,sti,Gene
sti1,sti1,Gene
stil,stil,Gene
stip-1,stip-1,Gene
stip1,stip1,Gene
stk11,stk11,Gene
stk38,stk38,Gene
stl,stl,Gene
stl-1,stl-1,Gene
stm1,stm1,Gene
stmA,stmA,Gene
stmn1-a,stmn1-a,Gene
stn-1,stn-1,Gene
stn-2,stn-2,Gene
stn1,stn1,Gene
stnA,stnA,Gene
stops,stops,Gene
stp1,stp1,Gene
stpA,stpA,Gene
str-131,str-131,Gene
str-173,str-173,Gene
str1,str1,Gene
str3,str3,Gene
strap,strap,Gene
strd-1,strd-1,Gene
sts1,sts1,Gene
sts5,sts5,Gene
stt-3,stt-3,Gene
stt3,stt3,Gene
stt4,stt4,Gene
stub1,stub1,Gene
stumps,stumps,Gene
stv,stv,Gene
stwl,stwl,Gene
sty,sty,Gene
sty1,sty1,Gene
su(Hw),su(Hw),Gene
su(f),su(f),Gene
su(r),su(r),Gene
su(s),su(s),Gene
su(w[a]),su(w[a]),Gene
sua1,sua1,Gene
sua7,sua7,Gene
sub,sub,Gene
sub1,sub1,Gene
subdued,subdued,Gene
suc1,suc1,Gene
suc22,suc22,Gene
sucA,sucA,Gene
sucB,sucB,Gene
sucC,sucC,Gene
sucD,sucD,Gene
suca-1,suca-1,Gene
sucl-2,sucl-2,Gene
sufA,sufA,Gene
sufB,sufB,Gene
sufC,sufC,Gene
sufD,sufD,Gene
sufE,sufE,Gene
sufI,sufI,Gene
sufS,sufS,Gene
sug,sug,Gene
sugE,sugE,Gene
sugp2,sugp2,Gene
sui1,sui1,Gene
sulA,sulA,Gene
sum1,sum1,Gene
sum2,sum2,Gene
sum3,sum3,Gene
sumo,sumo,Gene
sumo1-b,sumo1-b,Gene
sumo2-b,sumo2-b,Gene
sumv-1,sumv-1,Gene
sun,sun,Gene
sun-1,sun-1,Gene
sup-12,sup-12,Gene
sup-17,sup-17,Gene
sup-26,sup-26,Gene
sup-36,sup-36,Gene
sup35,sup35,Gene
sup45,sup45,Gene
supt5h,supt5h,Gene
sur-2,sur-2,Gene
sur-6,sur-6,Gene
sur2,sur2,Gene
surA,surA,Gene
surE,surE,Gene
sus1,sus1,Gene
sut-1,sut-1,Gene
sut1,sut1,Gene
sut2,sut2,Gene
suv39h1,suv39h1,Gene
sv,sv,Gene
svh-2,svh-2,Gene
svp,svp,Gene
svr,svr,Gene
sw,sw,Gene
swan-1,swan-1,Gene
swc2,swc2,Gene
swc3,swc3,Gene
swc4,swc4,Gene
swc5,swc5,Gene
swd-2.2,swd-2.2,Gene
swd1,swd1,Gene
swd2,swd2,Gene
swd3,swd3,Gene
swi1,swi1,Gene
swi10,swi10,Gene
swi2,swi2,Gene
swi3,swi3,Gene
swi5,swi5,Gene
swi6,swi6,Gene
swm,swm,Gene
swp-1,swp-1,Gene
swp1,swp1,Gene
swr1,swr1,Gene
sws,sws,Gene
sws1,sws1,Gene
swsn-1,swsn-1,Gene
swsn-3,swsn-3,Gene
swt-3,swt-3,Gene
sxa2,sxa2,Gene
sxc,sxc,Gene
syap1,syap1,Gene
syb1,syb1,Gene
syd,syd,Gene
syd-2,syd-2,Gene
syd-9,syd-9,Gene
sydn-1,sydn-1,Gene
syf2,syf2,Gene
syg-1,syg-1,Gene
syj1,syj1,Gene
syj2,syj2,Gene
sympk,sympk,Gene
syn1,syn1,Gene
syncrip,syncrip,Gene
syp-1,syp-1,Gene
syp-2,syp-2,Gene
syp-3,syp-3,Gene
syp1,syp1,Gene
sys-1,sys-1,Gene
syx-16,syx-16,Gene
syx-17,syx-17,Gene
syx-18,syx-18,Gene
syx-3,syx-3,Gene
syx-4,syx-4,Gene
syx-5,syx-5,Gene
syx-7,syx-7,Gene
szl,szl,Gene
szy-2,szy-2,Gene
szy-20,szy-20,Gene
szy-4,szy-4,Gene
tC(GCA)B,tC(GCA)B,Gene
tC(GCA)P1,tC(GCA)P1,Gene
tD(GUC)B,tD(GUC)B,Gene
tD(GUC)D,tD(GUC)D,Gene
tD(GUC)G1,tD(GUC)G1,Gene
tD(GUC)G2,tD(GUC)G2,Gene
tD(GUC)I1,tD(GUC)I1,Gene
tD(GUC)I2,tD(GUC)I2,Gene
tD(GUC)J1,tD(GUC)J1,Gene
tD(GUC)J2,tD(GUC)J2,Gene
tD(GUC)J3,tD(GUC)J3,Gene
tD(GUC)J4,tD(GUC)J4,Gene
tD(GUC)K,tD(GUC)K,Gene
tD(GUC)L1,tD(GUC)L1,Gene
tD(GUC)L2,tD(GUC)L2,Gene
tD(GUC)M,tD(GUC)M,Gene
tD(GUC)N,tD(GUC)N,Gene
tD(GUC)O,tD(GUC)O,Gene
tD(GUC)Q,tD(GUC)Q,Gene
tE(CUC)D,tE(CUC)D,Gene
tE(CUC)I,tE(CUC)I,Gene
tE(UUC)B,tE(UUC)B,Gene
tE(UUC)E1,tE(UUC)E1,Gene
tE(UUC)E2,tE(UUC)E2,Gene
tE(UUC)E3,tE(UUC)E3,Gene
tF(GAA)B,tF(GAA)B,Gene
tF(GAA)D,tF(GAA)D,Gene
tF(GAA)F,tF(GAA)F,Gene
tF(GAA)G,tF(GAA)G,Gene
tF(GAA)H1,tF(GAA)H1,Gene
tF(GAA)H2,tF(GAA)H2,Gene
tF(GAA)M,tF(GAA)M,Gene
tF(GAA)N,tF(GAA)N,Gene
tF(GAA)P1,tF(GAA)P1,Gene
tF(GAA)P2,tF(GAA)P2,Gene
tG(GCC)B,tG(GCC)B,Gene
tH(GUG)E1,tH(GUG)E1,Gene
tI(GAU)Q,tI(GAU)Q,Gene
tI(UAU)L,tI(UAU)L,Gene
tK(UUU)D,tK(UUU)D,Gene
tK(UUU)K,tK(UUU)K,Gene
tL(UAA)Q,tL(UAA)Q,Gene
tL(UAG)J,tL(UAG)J,Gene
tL(UAG)L1,tL(UAG)L1,Gene
tL(UAG)L2,tL(UAG)L2,Gene
tM(CAU)C,tM(CAU)C,Gene
tM(CAU)Q1,tM(CAU)Q1,Gene
tN(GUU)C,tN(GUU)C,Gene
tN(GUU)O1,tN(GUU)O1,Gene
tP(UGG)L,tP(UGG)L,Gene
tQ(UUG)B,tQ(UUG)B,Gene
tQ(UUG)C,tQ(UUG)C,Gene
tQ(UUG)D1,tQ(UUG)D1,Gene
tQ(UUG)D2,tQ(UUG)D2,Gene
tQ(UUG)D3,tQ(UUG)D3,Gene
tQ(UUG)L,tQ(UUG)L,Gene
tR(ACG)D,tR(ACG)D,Gene
tR(ACG)E,tR(ACG)E,Gene
tR(ACG)J,tR(ACG)J,Gene
tR(ACG)K,tR(ACG)K,Gene
tR(ACG)L,tR(ACG)L,Gene
tR(ACG)O,tR(ACG)O,Gene
tR(ACG)Q2,tR(ACG)Q2,Gene
tR(UCU)B,tR(UCU)B,Gene
tR(UCU)D,tR(UCU)D,Gene
tR(UCU)E,tR(UCU)E,Gene
tR(UCU)G1,tR(UCU)G1,Gene
tR(UCU)G2,tR(UCU)G2,Gene
tR(UCU)G3,tR(UCU)G3,Gene
tR(UCU)J1,tR(UCU)J1,Gene
tR(UCU)J2,tR(UCU)J2,Gene
tR(UCU)K,tR(UCU)K,Gene
tR(UCU)M1,tR(UCU)M1,Gene
tR(UCU)M2,tR(UCU)M2,Gene
tR(UCU)Q1,tR(UCU)Q1,Gene
tRNA:Q:34E,tRNA:Q:34E,Gene
tT(AGU)B,tT(AGU)B,Gene
tT(AGU)C,tT(AGU)C,Gene
tT(AGU)D,tT(AGU)D,Gene
tT(AGU)H,tT(AGU)H,Gene
tT(AGU)I1,tT(AGU)I1,Gene
tT(AGU)I2,tT(AGU)I2,Gene
tT(AGU)J,tT(AGU)J,Gene
tT(AGU)N1,tT(AGU)N1,Gene
tT(AGU)N2,tT(AGU)N2,Gene
tT(AGU)O1,tT(AGU)O1,Gene
tT(AGU)O2,tT(AGU)O2,Gene
tT(UGU)G1,tT(UGU)G1,Gene
tT(UGU)G2,tT(UGU)G2,Gene
tT(UGU)H,tT(UGU)H,Gene
tT(UGU)P,tT(UGU)P,Gene
tV(AAC)E2,tV(AAC)E2,Gene
tV(UAC)B,tV(UAC)B,Gene
tV(UAC)Q,tV(UAC)Q,Gene
tW(CCA)G1,tW(CCA)G1,Gene
ta,ta,Gene
tab-1,tab-1,Gene
tab3,tab3,Gene
tac-1,tac-1,Gene
tacc,tacc,Gene
tad2,tad2,Gene
tad3,tad3,Gene
tadA,tadA,Gene
tadr,tadr,Gene
tae1,tae1,Gene
taf-1,taf-1,Gene
taf-12,taf-12,Gene
taf-5,taf-5,Gene
taf-9,taf-9,Gene
taf10,taf10,Gene
taf11,taf11,Gene
taf111,taf111,Gene
taf12,taf12,Gene
taf2,taf2,Gene
taf4,taf4,Gene
taf5,taf5,Gene
taf6,taf6,Gene
taf73,taf73,Gene
taf9,taf9,Gene
tag,tag,Gene
tag-153,tag-153,Gene
tag-163,tag-163,Gene
tag-170,tag-170,Gene
tag-173,tag-173,Gene
tag-175,tag-175,Gene
tag-196,tag-196,Gene
tag-199,tag-199,Gene
tag-210,tag-210,Gene
tag-231,tag-231,Gene
tag-232,tag-232,Gene
tag-241,tag-241,Gene
tag-257,tag-257,Gene
tag-260,tag-260,Gene
tag-262,tag-262,Gene
tag-267,tag-267,Gene
tag-298,tag-298,Gene
tag-299,tag-299,Gene
tag-30,tag-30,Gene
tag-325,tag-325,Gene
tag-341,tag-341,Gene
tag-342,tag-342,Gene
tag-343,tag-343,Gene
tag-51,tag-51,Gene
tag-52,tag-52,Gene
tag-53,tag-53,Gene
tai,tai,Gene
tal1,tal1,Gene
talA,talA,Gene
talB,talB,Gene
tam,tam,Gene
tam-1,tam-1,Gene
tamo,tamo,Gene
tan,tan,Gene
taok2,taok2,Gene
tap,tap,Gene
tap-1,tap-1,Gene
tap42,tap42,Gene
tar,tar,Gene
tara,tara,Gene
tars,tars,Gene
tars-1,tars-1,Gene
tas,tas,Gene
tas3,tas3,Gene
tat,tat,Gene
tat-1,tat-1,Gene
tat-4,tat-4,Gene
tatA,tatA,Gene
tatB,tatB,Gene
tatC,tatC,Gene
tatD,tatD,Gene
tatE,tatE,Gene
tatn-1,tatn-1,Gene
tau,tau,Gene
tauA,tauA,Gene
tauB,tauB,Gene
tauC,tauC,Gene
tauD,tauD,Gene
taz1,taz1,Gene
tba-1,tba-1,Gene
tba-2,tba-2,Gene
tba-4,tba-4,Gene
tbb-2,tbb-2,Gene
tbc-17,tbc-17,Gene
tbc-2,tbc-2,Gene
tbc-8,tbc-8,Gene
tbc-9,tbc-9,Gene
tbc1,tbc1,Gene
tbc1d19,tbc1d19,Gene
tbc1d30,tbc1d30,Gene
tbc1d7,tbc1d7,Gene
tbccd1,tbccd1,Gene
tbf1,tbf1,Gene
tbg-1,tbg-1,Gene
tbk1,tbk1,Gene
tbl1xr1-a,tbl1xr1-a,Gene
tbl3,tbl3,Gene
tbp-1,tbp-1,Gene
tbp-a,tbp-a,Gene
tbp1,tbp1,Gene
tbpA,tbpA,Gene
tbrd-1,tbrd-1,Gene
tbx-2,tbx-2,Gene
tbx-42,tbx-42,Gene
tbx2-a,tbx2-a,Gene
tbx5a,tbx5a,Gene
tcc-1,tcc-1,Gene
tceb1,tceb1,Gene
tceb2,tceb2,Gene
tcer-1,tcer-1,Gene
tcf25,tcf25,Gene
tcf3,tcf3,Gene
tcf4,tcf4,Gene
tcf7,tcf7,Gene
tcf7l1a,tcf7l1a,Gene
tcg1,tcg1,Gene
tcl-2,tcl-2,Gene
tco1,tco1,Gene
tco89,tco89,Gene
tcof1,tcof1,Gene
tct-1,tct-1,Gene
tdcA,tdcA,Gene
tdcB,tdcB,Gene
tdcC,tdcC,Gene
tdcD,tdcD,Gene
tdcE,tdcE,Gene
tdcG,tdcG,Gene
tdcR,tdcR,Gene
tdg,tdg,Gene
tdh,tdh,Gene
tdh1,tdh1,Gene
tdk,tdk,Gene
tdp-1,tdp-1,Gene
tdp1,tdp1,Gene
tdrd3,tdrd3,Gene
tdrkh,tdrkh,Gene
tea1,tea1,Gene
tea2,tea2,Gene
tea3,tea3,Gene
tea4,tea4,Gene
tea5,tea5,Gene
teb1,teb1,Gene
tef101,tef101,Gene
tef102,tef102,Gene
tef103,tef103,Gene
tef3,tef3,Gene
tef5,tef5,Gene
tefu,tefu,Gene
teg-1,teg-1,Gene
teg-4,teg-4,Gene
tehA,tehA,Gene
tehB,tehB,Gene
tej,tej,Gene
tel1,tel1,Gene
tel2,tel2,Gene
temp,temp,Gene
ten-1,ten-1,Gene
ten1,ten1,Gene
ter1,ter1,Gene
term,term,Gene
tesA,tesA,Gene
tesB,tesB,Gene
tey,tey,Gene
tfa1,tfa1,Gene
tfa2,tfa2,Gene
tfaD,tfaD,Gene
tfaE,tfaE,Gene
tfaQ,tfaQ,Gene
tfaR,tfaR,Gene
tfaS,tfaS,Gene
tfap2a,tfap2a,Gene
tfb1,tfb1,Gene
tfb2,tfb2,Gene
tfb4,tfb4,Gene
tfb5,tfb5,Gene
tfb6,tfb6,Gene
tfdp1-a,tfdp1-a,Gene
tfdp2,tfdp2,Gene
tfg-1,tfg-1,Gene
tfg1,tfg1,Gene
tfg2,tfg2,Gene
tfg3,tfg3,Gene
tfiis,tfiis,Gene
tfs1,tfs1,Gene
tftc-5,tftc-5,Gene
tgfb1i1,tgfb1i1,Gene
tgo,tgo,Gene
tgs1,tgs1,Gene
tgt,tgt,Gene
tgy,tgy,Gene
th,th,Gene
thd,thd,Gene
thi1,thi1,Gene
thi2,thi2,Gene
thi4,thi4,Gene
thi5,thi5,Gene
thi9,thi9,Gene
thiC,thiC,Gene
thiD,thiD,Gene
thiE,thiE,Gene
thiF,thiF,Gene
thiG,thiG,Gene
thiH,thiH,Gene
thiM,thiM,Gene
thiP,thiP,Gene
thiQ,thiQ,Gene
thiS,thiS,Gene
tho1,tho1,Gene
tho2,tho2,Gene
thoc-2,thoc-2,Gene
thoc5,thoc5,Gene
thoc6,thoc6,Gene
thoc7,thoc7,Gene
thp1,thp1,Gene
thr,thr,Gene
thrA,thrA,Gene
thrB,thrB,Gene
thrC,thrC,Gene
thrL,thrL,Gene
thrS,thrS,Gene
thra,thra,Gene
thrb,thrb,Gene
tht1,tht1,Gene
tht2,tht2,Gene
thyA,thyA,Gene
tiaE,tiaE,Gene
tiar-1,tiar-1,Gene
ticrr,ticrr,Gene
tif11,tif11,Gene
tif211,tif211,Gene
tif212,tif212,Gene
tif213,tif213,Gene
tif223,tif223,Gene
tif224,tif224,Gene
tif225,tif225,Gene
tif32,tif32,Gene
tif33,tif33,Gene
tif35,tif35,Gene
tif45,tif45,Gene
tif452,tif452,Gene
tif471,tif471,Gene
tif51,tif51,Gene
tif512,tif512,Gene
tif6,tif6,Gene
tig,tig,Gene
tig-2,tig-2,Gene
tilB,tilB,Gene
tilS,tilS,Gene
tim,tim,Gene
tim10,tim10,Gene
tim13,tim13,Gene
tim21,tim21,Gene
timeout,timeout,Gene
tin,tin,Gene
tinc,tinc,Gene
tip1,tip1,Gene
tip41,tip41,Gene
tir-1,tir-1,Gene
tit1,tit1,Gene
tj,tj,Gene
tko,tko,Gene
tkt-1,tkt-1,Gene
tktA,tktA,Gene
tktB,tktB,Gene
tkv,tkv,Gene
tld,tld,Gene
tldD,tldD,Gene
tlf-1,tlf-1,Gene
tlg1,tlg1,Gene
tlg2,tlg2,Gene
tlk,tlk,Gene
tlk-1,tlk-1,Gene
tll,tll,Gene
tls1,tls1,Gene
tma20,tma20,Gene
tma23,tma23,Gene
tmem-135,tmem-135,Gene
tmem194a-b,tmem194a-b,Gene
tmk,tmk,Gene
tmod,tmod,Gene
tmp1,tmp1,Gene
tmpo,tmpo,Gene
tms1,tms1,Gene
tn,tn,Gene
tna,tna,Gene
tnaA,tnaA,Gene
tnaB,tnaB,Gene
tnaC,tnaC,Gene
tnc-2,tnc-2,Gene
tni-1,tni-1,Gene
tni-3,tni-3,Gene
tni-4,tni-4,Gene
tnpo1,tnpo1,Gene
tnr3,tnr3,Gene
tnrc6a,tnrc6a,Gene
to,to,Gene
toa1,toa1,Gene
toa2,toa2,Gene
tob1a,tob1a,Gene
tob1b,tob1b,Gene
tobi,tobi,Gene
toc,toc,Gene
toc-1,toc-1,Gene
toc1,toc1,Gene
toe,toe,Gene
toe-2,toe-2,Gene
toe-4,toe-4,Gene
toe1,toe1,Gene
toe2,toe2,Gene
toe3,toe3,Gene
toe4,toe4,Gene
tofu-1,tofu-1,Gene
tol-1,tol-1,Gene
tol1,tol1,Gene
tolA,tolA,Gene
tolB,tolB,Gene
tolC,tolC,Gene
tolQ,tolQ,Gene
tolR,tolR,Gene
tom20,tom20,Gene
tom70,tom70,Gene
tomb,tomb,Gene
tomm-20,tomm-20,Gene
tomm-22,tomm-22,Gene
tomm-40,tomm-40,Gene
tomm20b,tomm20b,Gene
tomm70a,tomm70a,Gene
tonB,tonB,Gene
top-2,top-2,Gene
top1,top1,Gene
top2,top2,Gene
top3,top3,Gene
top3a,top3a,Gene
top3b,top3b,Gene
topA,topA,Gene
topB,topB,Gene
topbp1,topbp1,Gene
topi,topi,Gene
tor,tor,Gene
tor-2,tor-2,Gene
tor1,tor1,Gene
tor2,tor2,Gene
torA,torA,Gene
torC,torC,Gene
torD,torD,Gene
torI,torI,Gene
torR,torR,Gene
torS,torS,Gene
torT,torT,Gene
torY,torY,Gene
torZ,torZ,Gene
tos,tos,Gene
tos4,tos4,Gene
tou,tou,Gene
toy,toy,Gene
tp53,tp53,Gene
tpi1,tpi1,Gene
tpp1,tpp1,Gene
tpp2,tpp2,Gene
tpr1,tpr1,Gene
tps1,tps1,Gene
tps2,tps2,Gene
tpst-1,tpst-1,Gene
tpst-2,tpst-2,Gene
tpt1,tpt1,Gene
tpx,tpx,Gene
tpx1,tpx1,Gene
tpx2-a,tpx2-a,Gene
tpxl-1,tpxl-1,Gene
tpz1,tpz1,Gene
tra,tra,Gene
tra-1,tra-1,Gene
tra-2,tra-2,Gene
tra-4,tra-4,Gene
tra1,tra1,Gene
tra2,tra2,Gene
tral,tral,Gene
trap-4,trap-4,Gene
trbd,trbd,Gene
trbl,trbl,Gene
trc,trc,Gene
trd-1,trd-1,Gene
tre-1,tre-1,Gene
treA,treA,Gene
treB,treB,Gene
treC,treC,Gene
treF,treF,Gene
treR,treR,Gene
trg,trg,Gene
trh,trh,Gene
tri1,tri1,Gene
trim-9,trim-9,Gene
trim33,trim33,Gene
trim3a,trim3a,Gene
trio,trio,Gene
trip4,trip4,Gene
trk,trk,Gene
trk1,trk1,Gene
trk2,trk2,Gene
trkA,trkA,Gene
trkD,trkD,Gene
trkG,trkG,Gene
trkH,trkH,Gene
trl1,trl1,Gene
trm1,trm1,Gene
trm10,trm10,Gene
trm112,trm112,Gene
trm12,trm12,Gene
trm13,trm13,Gene
trm401,trm401,Gene
trm402,trm402,Gene
trm5,trm5,Gene
trm8,trm8,Gene
trm9,trm9,Gene
trmC,trmC,Gene
trmD,trmD,Gene
trmE,trmE,Gene
trmH,trmH,Gene
trmU,trmU,Gene
trn,trn,Gene
trol,trol,Gene
trophozoite antigen R45,trophozoite antigen R45,Gene
trp,trp,Gene
trp-2,trp-2,Gene
trp1,trp1,Gene
trp1322,trp1322,Gene
trp2,trp2,Gene
trp3,trp3,Gene
trp663,trp663,Gene
trpA,trpA,Gene
trpB,trpB,Gene
trpC,trpC,Gene
trpD,trpD,Gene
trpE,trpE,Gene
trpL,trpL,Gene
trpR,trpR,Gene
trpS,trpS,Gene
trpl,trpl,Gene
trpp-3,trpp-3,Gene
trpp-4,trpp-4,Gene
trr,trr,Gene
trr-1,trr-1,Gene
trr1,trr1,Gene
trs1,trs1,Gene
trs120,trs120,Gene
trs130,trs130,Gene
trs20,trs20,Gene
trs8501,trs8501,Gene
trs8502,trs8502,Gene
trsn,trsn,Gene
trt1,trt1,Gene
truA,truA,Gene
truD,truD,Gene
trus,trus,Gene
trx,trx,Gene
trx1,trx1,Gene
trx2,trx2,Gene
trxA,trxA,Gene
trxB,trxB,Gene
trxC,trxC,Gene
try-10,try-10,Gene
tsc1,tsc1,Gene
tsc2,tsc2,Gene
tsf,tsf,Gene
tsf1,tsf1,Gene
tsfm-1,tsfm-1,Gene
tsg,tsg,Gene
tsg-101,tsg-101,Gene
tsgA,tsgA,Gene
tsga14,tsga14,Gene
tsh,tsh,Gene
tsl,tsl,Gene
tsn-1,tsn-1,Gene
tsn1,tsn1,Gene
tsp-10,tsp-10,Gene
tsp-12,tsp-12,Gene
tsp-8,tsp-8,Gene
tsr,tsr,Gene
tsr-1,tsr-1,Gene
tsr1,tsr1,Gene
tsu,tsu,Gene
tsx,tsx,Gene
ttc35-a,ttc35-a,Gene
ttdA,ttdA,Gene
ttdB,ttdB,Gene
tth,tth,Gene
tti1,tti1,Gene
tti2,tti2,Gene
ttk,ttk,Gene
ttll1,ttll1,Gene
ttm-1,ttm-1,Gene
ttm-5,ttm-5,Gene
ttm50,ttm50,Gene
ttr-21,ttr-21,Gene
ttr-27,ttr-27,Gene
ttr-28,ttr-28,Gene
ttr-52,ttr-52,Gene
ttr-54,ttr-54,Gene
tts1,tts1,Gene
ttv,ttv,Gene
ttx-1,ttx-1,Gene
ttx-3,ttx-3,Gene
ttyh-1,ttyh-1,Gene
tub,tub,Gene
tub-1,tub-1,Gene
